Distance_(pixels),Gray_Value
1209,99.4320
1210,101.3372
1211,140.4118
1212,128.1373
1213,95.0240
1214,84.4319
1215,95.3277
1216,103.1443
1217,105.5615
1218,96.2912
1219,117.7346
1220,117.8663
1221,121.4239
1222,128.9180
1223,133.9421
1224,131.3389
1225,115.0009
1226,95.0405
1227,94.1013
1228,94.3378
1229,109.2795
1230,109.9557
1231,104.9274
1232,95.8607
1233,95.7546
1234,100.3514
1235,111.0537
1236,124.6619
1237,128.0467
1238,127.1288
1239,114.2375
1240,97.4769
1241,96.2553
1242,95.3816
1243,97.2457
1244,101.0414
1245,106.6107
1246,100.8142
1247,99.6379
1248,107.6240
1249,99.8764
1250,98.6799
1251,99.2928
1252,103.0917
1253,107.7021
1254,116.3001
1255,112.8257
1256,104.1481
1257,101.9243
1258,102.7632
1259,102.4063
1260,94.4878
1261,89.7330
1262,102.8277
1263,121.1965
1264,118.3774
1265,102.7691
1266,95.5095
1267,96.8379
1268,99.2127
1269,104.1444
1270,107.7584
1271,106.2995
1272,106.4711
1273,110.7061
1274,112.3546
1275,102.5598
1276,93.7752
1277,100.7082
1278,101.1487
1279,94.9317
1280,93.5118
1281,95.2396
1282,100.0819
1283,111.8003
1284,115.6438
1285,105.4304
1286,105.3677
1287,107.3898
1288,102.2701
1289,96.9284
1290,92.6254
1291,95.9769
1292,104.8093
1293,107.9077
1294,102.8931
1295,99.9572
1296,100.7391
1297,104.7575
1298,114.1547
1299,110.8428
1300,102.9812
1301,111.2771
1302,112.9673
1303,105.2306
1304,100.2881
1305,100.2649
1306,103.9799
1307,112.0466
1308,109.8438
1309,97.7548
1310,98.3449
1311,96.1579
1312,95.6937
1313,125.9469
1314,141.8355
1315,142.5281
1316,132.6503
1317,125.4149
1318,124.7920
1319,113.5466
1320,104.9739
1321,103.2084
1322,105.3375
1323,92.1136
1324,94.7208
1325,87.0263
1326,114.6221
1327,140.3730
1328,151.6828
1329,144.2737
1330,123.1684
1331,127.4667
1332,133.2488
1333,122.4800
1334,120.2140
1335,108.7928
1336,100.7120
1337,97.6768
1338,98.5308
1339,100.7156
1340,98.0352
1341,94.8334
1342,93.7944
1343,92.6401
1344,91.5349
1345,91.7834
1346,92.5099
1347,88.9728
1348,85.7611
1349,83.4283
1350,82.6618
1351,83.9235
1352,85.5477
1353,83.4197
1354,82.3377
1355,81.5885
1356,82.1126
1357,81.4840
1358,80.6823
1359,79.7148
1360,79.6295
1361,79.3726
1362,79.5374
1363,80.7241
1364,82.5174
1365,84.5868
1366,86.2766
1367,86.6887
1368,88.6150
1369,93.3126
1370,93.7326
1371,94.0878
1372,94.8897
1373,95.6005
1374,93.9414
1375,93.6669
1376,94.8745
1377,97.0407
1378,99.1049
1379,100.9604
1380,105.6291
1381,104.5823
1382,107.3373
1383,113.8137
1384,109.4522
1385,102.9827
1386,99.7590
1387,105.1386
1388,114.9747
1389,122.9521
1390,126.1820
1391,122.9146
1392,111.7809
1393,103.1693
1394,100.9727
1395,103.3274
1396,106.2784
1397,108.9451
1398,116.9635
1399,126.0516
1400,133.7669
1401,132.8530
1402,124.5808
1403,112.8403
1404,105.7119
1405,100.7467
1406,99.0326
1407,101.7227
1408,103.3829
1409,112.5275
1410,120.0318
1411,118.4369
1412,112.8297
1413,107.3400
1414,107.0821
1415,114.6634
1416,113.4815
1417,107.5805
1418,104.4306
1419,104.4836
1420,104.8393
1421,108.4341
1422,111.6224
1423,109.5342
1424,103.3218
1425,108.6899
1426,109.1678
1427,102.0374
1428,112.8619
1429,124.1491
1430,122.5300
1431,120.8939
1432,121.7796
1433,115.5672
1434,110.8477
1435,115.0269
1436,120.0283
1437,127.7229
1438,122.2064
1439,114.1339
1440,118.9278
1441,127.1302
1442,115.0723
1443,100.2123
1444,96.2509
1445,114.6246
1446,132.3328
1447,137.3037
1448,143.3943
1449,148.5280
1450,152.2976
1451,154.7381
1452,150.8349
1453,143.5071
1454,139.1468
